date_heure,libelle,montant_eur,type,categorie
2024-04-08 13:35:00,CB - Océane Michel,65.0,Recette,Paiement client
2024-04-08 14:12:00,CB - Manon Fournier,75.0,Recette,Paiement client
2024-04-08 14:32:00,CB - Clara Lefèvre,25.0,Recette,Paiement client
2024-04-08 15:12:00,CB - Zoé Dubois,75.0,Recette,Paiement client
2024-04-08 15:39:00,CB - Léa Dubois,35.0,Recette,Paiement client
2024-04-09 09:20:00,CB - Elise André,65.0,Recette,Paiement client
2024-04-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-04-10 09:20:00,CB - Maëlys Mercier,65.0,Recette,Paiement client
2024-04-10 11:15:00,CB - Margaux Richard,65.0,Recette,Paiement client
2024-04-11 10:37:00,CB - Alice Michel,90.0,Recette,Paiement client
2024-04-11 11:49:00,CB - Noémie Thomas,140.0,Recette,Paiement client
2024-04-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-04-12 09:15:00,CB - Léa Morel,50.0,Recette,Paiement client
2024-04-12 09:52:00,CB - Jade Thomas,75.0,Recette,Paiement client
2024-04-13 11:30:00,CB - Sarah Lambert,220.0,Recette,Paiement client
2024-04-13 12:17:00,CB - Maëlys André,100.0,Recette,Paiement client
2024-04-13 12:54:00,CB - Zoé Morel,75.0,Recette,Paiement client
2024-04-13 13:47:00,CB - Amina Bertrand,100.0,Recette,Paiement client
2024-04-15 09:00:00,Achats consommables,-36.92,Charge,Consommables
2024-04-15 09:20:00,CB - Chloé Petit,65.0,Recette,Paiement client
2024-04-15 10:19:00,CB - Agathe Dubois,120.0,Recette,Paiement client
2024-04-15 11:33:00,CB - Lucie Lefèvre,150.0,Recette,Paiement client
2024-04-15 14:00:00,CB - Camille David,120.0,Recette,Paiement client
2024-04-16 09:30:00,CB - Agathe David,90.0,Recette,Paiement client
2024-04-16 11:05:00,CB - Julie Michel,25.0,Recette,Paiement client
2024-04-16 12:02:00,CB - Julie Moreau,100.0,Recette,Paiement client
2024-04-16 14:00:00,CB - Alice Thomas,120.0,Recette,Paiement client
2024-04-17 09:35:00,CB - Pauline Petit,100.0,Recette,Paiement client
2024-04-17 10:23:00,CB - Pauline Bertrand,100.0,Recette,Paiement client
2024-04-18 09:50:00,CB - Louise Francois,130.0,Recette,Paiement client
2024-04-19 09:10:00,CB - Charlotte David,35.0,Recette,Paiement client
2024-04-19 09:58:00,CB - Chloé Bernard,90.0,Recette,Paiement client
2024-04-19 10:29:00,CB - Zoé Martin,25.0,Recette,Paiement client
2024-04-19 11:24:00,CB - Lucie Vincent,120.0,Recette,Paiement client
2024-04-19 12:01:00,CB - Clara Dupont,75.0,Recette,Paiement client
2024-04-20 10:30:00,CB - Charlotte Robert,90.0,Recette,Paiement client
2024-04-22 09:00:00,Achats consommables,-43.51,Charge,Consommables
2024-04-22 09:50:00,CB - Inès David,130.0,Recette,Paiement client
2024-04-22 10:43:00,CB - Emma Bertrand,100.0,Recette,Paiement client
2024-04-22 11:52:00,CB - Zoé Girard,140.0,Recette,Paiement client
2024-04-22 14:10:00,CB - Maya Lambert,140.0,Recette,Paiement client
2024-04-22 14:40:00,CB - Léa Vincent,50.0,Recette,Paiement client
2024-04-22 15:40:00,CB - Charlotte Simon,130.0,Recette,Paiement client
2024-04-22 16:39:00,CB - Lucie Francois,120.0,Recette,Paiement client
2024-04-22 17:12:00,CB - Inès Moreau,25.0,Recette,Paiement client
2024-04-23 09:30:00,CB - Maëlys Michel,90.0,Recette,Paiement client
2024-04-24 10:00:00,CB - Amina Bonnet,150.0,Recette,Paiement client
2024-04-24 11:00:00,CB - Zoé Leroy,100.0,Recette,Paiement client
2024-04-25 09:15:00,CB - Hana Robert,50.0,Recette,Paiement client
2024-04-25 10:12:00,CB - Emma Mercier,110.0,Recette,Paiement client
2024-04-26 09:50:00,CB - Maëlys Garcia,130.0,Recette,Paiement client
2024-04-27 10:40:00,CB - Anaïs André,110.0,Recette,Paiement client
2024-04-27 11:07:00,CB - Pauline Fournier,25.0,Recette,Paiement client
2024-04-27 11:58:00,CB - Océane Thomas,100.0,Recette,Paiement client
2024-04-29 09:00:00,Achats consommables,-45.01,Charge,Consommables
2024-04-29 09:45:00,CB - Elise David,120.0,Recette,Paiement client
2024-04-29 11:34:00,CB - Nina Bonnet,220.0,Recette,Paiement client
2024-04-29 12:13:00,CB - Nina Mercier,75.0,Recette,Paiement client
2024-04-29 13:40:00,CB - Eva Durand,75.0,Recette,Paiement client
2024-04-29 14:11:00,CB - Elise Fournier,25.0,Recette,Paiement client
2024-04-29 14:56:00,CB - Noémie Bernard,100.0,Recette,Paiement client
2024-04-30 09:20:00,CB - Sarah Vincent,65.0,Recette,Paiement client
2024-05-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-05-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-05-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-05-01 09:30:00,CB - Louise Bertrand,90.0,Recette,Paiement client
2024-05-02 09:35:00,CB - Jade Girard,35.0,Recette,Paiement client
2024-05-02 10:35:00,CB - Sarah Dubois,130.0,Recette,Paiement client
2024-05-03 10:15:00,CB - Chloé Richard,120.0,Recette,Paiement client
2024-05-03 10:48:00,CB - Alice Francois,25.0,Recette,Paiement client
2024-05-03 11:22:00,CB - Maya Simon,65.0,Recette,Paiement client
2024-05-04 10:25:00,CB - Elise Thomas,75.0,Recette,Paiement client
2024-05-04 10:50:00,CB - Anaïs Petit,50.0,Recette,Paiement client
2024-05-04 11:41:00,CB - Clara Dupont,100.0,Recette,Paiement client
2024-05-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-05-06 09:00:00,Achats consommables,-34.06,Charge,Consommables
2024-05-06 09:30:00,CB - Océane Michel,90.0,Recette,Paiement client
2024-05-06 11:51:00,CB - Zoé Robert,180.0,Recette,Paiement client
2024-05-07 09:25:00,CB - Nina Bernard,75.0,Recette,Paiement client
2024-05-07 10:05:00,CB - Océane Vincent,90.0,Recette,Paiement client
2024-05-07 11:15:00,CB - Camille Bertrand,150.0,Recette,Paiement client
2024-05-07 11:47:00,CB - Clara Laurent,50.0,Recette,Paiement client
2024-05-07 12:23:00,CB - Charlotte Robert,25.0,Recette,Paiement client
2024-05-08 10:30:00,CB - Sarah Lambert,220.0,Recette,Paiement client
2024-05-09 09:35:00,CB - Julie Moreau,100.0,Recette,Paiement client
2024-05-09 10:38:00,CB - Jade Robert,130.0,Recette,Paiement client
2024-05-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-05-11 10:50:00,CB - Clara André,130.0,Recette,Paiement client
2024-05-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-05-13 09:00:00,Achats consommables,-57.35,Charge,Consommables
2024-05-13 09:20:00,CB - Clara Legrand,65.0,Recette,Paiement client
2024-05-13 10:18:00,CB - Agathe Dubois,110.0,Recette,Paiement client
2024-05-13 11:19:00,CB - Louise Francois,120.0,Recette,Paiement client
2024-05-13 12:11:00,CB - Lucie Lefèvre,100.0,Recette,Paiement client
2024-05-13 14:00:00,CB - Camille David,120.0,Recette,Paiement client
2024-05-14 11:05:00,CB - Sarah Garcia,180.0,Recette,Paiement client
2024-05-14 11:41:00,CB - Clara Fournier,65.0,Recette,Paiement client
2024-05-15 09:15:00,CB - Inès Petit,50.0,Recette,Paiement client
2024-05-15 09:40:00,CB - Eva André,25.0,Recette,Paiement client
2024-05-15 10:06:00,CB - Julie Leroy,50.0,Recette,Paiement client
2024-05-15 10:51:00,CB - Maëlys André,90.0,Recette,Paiement client
2024-05-15 14:15:00,CB - Maya Lefèvre,150.0,Recette,Paiement client
2024-05-15 14:53:00,CB - Chloé Fournier,75.0,Recette,Paiement client
2024-05-16 09:45:00,CB - Inès David,120.0,Recette,Paiement client
2024-05-16 10:15:00,CB - Hana Mercier,25.0,Recette,Paiement client
2024-05-17 09:15:00,CB - Zoé Dubois,50.0,Recette,Paiement client
2024-05-17 09:40:00,CB - Margaux Richard,50.0,Recette,Paiement client
2024-05-18 10:25:00,CB - Zoé Garcia,75.0,Recette,Paiement client
2024-05-18 10:55:00,CB - Marine Morel,25.0,Recette,Paiement client
2024-05-18 11:40:00,CB - Amina Bertrand,90.0,Recette,Paiement client
2024-05-18 12:31:00,CB - Alice Thomas,110.0,Recette,Paiement client
2024-05-20 09:00:00,Achats consommables,-70.17,Charge,Consommables
2024-05-20 09:30:00,CB - Pauline Bertrand,90.0,Recette,Paiement client
2024-05-20 10:05:00,CB - Zoé Vincent,50.0,Recette,Paiement client
2024-05-20 11:05:00,CB - Maëlys Garcia,130.0,Recette,Paiement client
2024-05-20 11:42:00,CB - Maëlys Mercier,75.0,Recette,Paiement client
2024-05-20 12:22:00,CB - Manon Fournier,50.0,Recette,Paiement client
2024-05-20 13:30:00,CB - Alice Michel,50.0,Recette,Paiement client
2024-05-20 14:06:00,CB - Anaïs André,75.0,Recette,Paiement client
2024-05-20 14:41:00,CB - Zoé Morel,75.0,Recette,Paiement client
2024-05-20 15:19:00,CB - Lina Vincent,75.0,Recette,Paiement client
2024-05-21 09:40:00,CB - Chloé Bernard,110.0,Recette,Paiement client
2024-05-21 10:56:00,CB - Julie Michel,150.0,Recette,Paiement client
2024-05-21 11:22:00,CB - Agathe Bernard,25.0,Recette,Paiement client
2024-05-21 12:01:00,CB - Elise André,75.0,Recette,Paiement client
2024-05-21 13:35:00,CB - Jade Thomas,65.0,Recette,Paiement client
2024-05-21 14:22:00,CB - Clara Dupont,100.0,Recette,Paiement client
2024-05-22 09:52:00,CB - Maëlys Bonnet,25.0,Recette,Paiement client
2024-05-22 10:52:00,CB - Lucie Francois,120.0,Recette,Paiement client
2024-05-22 11:49:00,CB - Amina Bonnet,120.0,Recette,Paiement client
2024-05-23 09:20:00,CB - Zoé Leroy,65.0,Recette,Paiement client
2024-05-23 09:55:00,CB - Agathe David,65.0,Recette,Paiement client
2024-05-23 11:03:00,CB - Zoé Girard,130.0,Recette,Paiement client
2024-05-23 11:45:00,CB - Océane Dubois,90.0,Recette,Paiement client
2024-05-24 10:00:00,CB - Zoé Martin,150.0,Recette,Paiement client
2024-05-24 10:33:00,CB - Léa Morel,65.0,Recette,Paiement client
2024-05-25 10:35:00,CB - Emma Mercier,100.0,Recette,Paiement client
2024-05-25 11:45:00,CB - Sarah Dubois,150.0,Recette,Paiement client
2024-05-25 12:24:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2024-05-27 09:00:00,Achats consommables,-24.51,Charge,Consommables
2024-05-27 10:30:00,CB - Nina Bonnet,220.0,Recette,Paiement client
2024-05-27 11:30:00,CB - Maya Lambert,110.0,Recette,Paiement client
2024-05-27 13:50:00,CB - Charlotte Simon,100.0,Recette,Paiement client
2024-05-27 15:25:00,CB - Inès Moreau,180.0,Recette,Paiement client
2024-05-28 09:45:00,CB - Chloé Richard,120.0,Recette,Paiement client
2024-05-28 10:32:00,CB - Maëlys Michel,90.0,Recette,Paiement client
2024-05-29 09:40:00,CB - Noémie Bernard,110.0,Recette,Paiement client
2024-05-30 10:15:00,CB - Camille Bertrand,180.0,Recette,Paiement client
2024-05-31 09:10:00,CB - Charlotte David,35.0,Recette,Paiement client
2024-06-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-06-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-06-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-06-01 10:25:00,CB - Océane Thomas,75.0,Recette,Paiement client
2024-06-01 11:53:00,CB - Pauline Fournier,180.0,Recette,Paiement client
2024-06-03 09:00:00,Achats consommables,-57.6,Charge,Consommables
2024-06-03 09:15:00,CB - Emma Bertrand,50.0,Recette,Paiement client
2024-06-03 10:26:00,CB - Océane Michel,75.0,Recette,Paiement client
2024-06-03 11:16:00,CB - Jade Robert,100.0,Recette,Paiement client
2024-06-03 12:14:00,CB - Elise Fournier,110.0,Recette,Paiement client
2024-06-03 13:45:00,CB - Julie Moreau,90.0,Recette,Paiement client
2024-06-04 09:45:00,CB - Anaïs Richard,120.0,Recette,Paiement client
2024-06-04 10:29:00,CB - Agathe Leroy,75.0,Recette,Paiement client
2024-06-04 11:48:00,CB - Zoé Robert,150.0,Recette,Paiement client
2024-06-04 12:17:00,CB - Pauline Bernard,25.0,Recette,Paiement client
2024-06-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-06-05 09:15:00,CB - Léa Durand,25.0,Recette,Paiement client
2024-06-05 10:07:00,CB - Louise Bertrand,110.0,Recette,Paiement client
2024-06-05 11:21:00,CB - Sarah Lambert,150.0,Recette,Paiement client
2024-06-06 09:15:00,CB - Alice Richard,25.0,Recette,Paiement client
2024-06-06 09:35:00,CB - Hana Robert,35.0,Recette,Paiement client
2024-06-06 10:14:00,CB - Clara Dupont,65.0,Recette,Paiement client
2024-06-06 11:39:00,CB - Sarah Garcia,180.0,Recette,Paiement client
2024-06-07 10:20:00,CB - Alice Francois,140.0,Recette,Paiement client
2024-06-08 10:10:00,CB - Inès Mercier,35.0,Recette,Paiement client
2024-06-08 10:38:00,CB - Chloé Durand,25.0,Recette,Paiement client
2024-06-08 11:21:00,CB - Elise Thomas,75.0,Recette,Paiement client
2024-06-10 09:00:00,Achats consommables,-67.04,Charge,Consommables
2024-06-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-06-10 10:53:00,CB - Louise Francois,120.0,Recette,Paiement client
2024-06-10 11:31:00,CB - Nina Mercier,65.0,Recette,Paiement client
2024-06-11 09:25:00,CB - Maya Simon,75.0,Recette,Paiement client
2024-06-11 10:19:00,CB - Lucie Vincent,100.0,Recette,Paiement client
2024-06-11 10:57:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2024-06-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-06-12 10:32:00,CB - Camille David,130.0,Recette,Paiement client
2024-06-12 12:02:00,CB - Lucie Lefèvre,120.0,Recette,Paiement client
2024-06-12 13:55:00,CB - Clara André,110.0,Recette,Paiement client
2024-06-13 09:55:00,CB - Maëlys Garcia,140.0,Recette,Paiement client
2024-06-13 10:45:00,CB - Inès David,110.0,Recette,Paiement client
2024-06-13 11:28:00,CB - Nina Bernard,90.0,Recette,Paiement client
2024-06-13 11:54:00,CB - Clara Laurent,35.0,Recette,Paiement client
2024-06-13 14:15:00,CB - Julie Michel,150.0,Recette,Paiement client
2024-06-14 09:25:00,CB - Anaïs André,75.0,Recette,Paiement client
2024-06-14 10:10:00,CB - Marine Bertrand,75.0,Recette,Paiement client
2024-06-14 10:45:00,CB - Pauline Petit,75.0,Recette,Paiement client
2024-06-15 09:00:00,Entretien machine électrolyse,-250.0,Charge,Maintenance
2024-06-15 10:25:00,CB - Océane Dubois,75.0,Recette,Paiement client
2024-06-15 11:22:00,CB - Anaïs Petit,75.0,Recette,Paiement client
2024-06-17 09:00:00,Achats consommables,-49.31,Charge,Consommables
2024-06-17 09:50:00,CB - Zoé Martin,130.0,Recette,Paiement client
2024-06-17 10:19:00,CB - Manon Bertrand,25.0,Recette,Paiement client
2024-06-18 09:15:00,CB - Océane Vincent,50.0,Recette,Paiement client
2024-06-19 10:40:00,CB - Manon Martin,25.0,Recette,Paiement client
2024-06-19 12:18:00,CB - Inès Moreau,180.0,Recette,Paiement client
2024-06-19 13:30:00,CB - Lucie Lefèvre,25.0,Recette,Paiement client
2024-06-19 14:10:00,CB - Maëlys André,75.0,Recette,Paiement client
2024-06-19 15:16:00,CB - Sarah Dubois,130.0,Recette,Paiement client
2024-06-20 09:45:00,CB - Hana Mercier,120.0,Recette,Paiement client
2024-06-21 09:15:00,CB - Hana André,25.0,Recette,Paiement client
2024-06-21 09:43:00,CB - Julie Petit,25.0,Recette,Paiement client
2024-06-21 10:42:00,CB - Amina Bonnet,120.0,Recette,Paiement client
2024-06-22 10:30:00,CB - Alice Thomas,90.0,Recette,Paiement client
2024-06-22 11:26:00,CB - Marine Morel,110.0,Recette,Paiement client
2024-06-24 09:00:00,Achats consommables,-62.86,Charge,Consommables
2024-06-24 09:10:00,CB - Clara Legrand,35.0,Recette,Paiement client
2024-06-24 09:53:00,CB - Lucie Francois,75.0,Recette,Paiement client
2024-06-24 10:30:00,CB - Zoé Leroy,75.0,Recette,Paiement client
2024-06-24 11:10:00,CB - Pauline Bertrand,90.0,Recette,Paiement client
2024-06-24 12:02:00,CB - Chloé Richard,110.0,Recette,Paiement client
2024-06-24 13:45:00,CB - Amina Bertrand,90.0,Recette,Paiement client
2024-06-24 14:20:00,CB - Margaux Vincent,25.0,Recette,Paiement client
2024-06-24 15:30:00,CB - Camille Bertrand,150.0,Recette,Paiement client
2024-06-24 16:37:00,CB - Pauline Fournier,140.0,Recette,Paiement client
2024-06-25 09:10:00,CB - Clara Dupont,35.0,Recette,Paiement client
2024-06-25 10:27:00,CB - Agathe Bernard,150.0,Recette,Paiement client
2024-06-25 12:11:00,CB - Nina Bonnet,180.0,Recette,Paiement client
2024-06-25 13:40:00,CB - Margaux Richard,75.0,Recette,Paiement client
2024-06-26 09:15:00,CB - Lucie Lefèvre,25.0,Recette,Paiement client
2024-06-26 09:54:00,CB - Emma Mercier,75.0,Recette,Paiement client
2024-06-26 10:33:00,CB - Lina Vincent,75.0,Recette,Paiement client
2024-06-26 11:55:00,CB - Chloé Fournier,35.0,Recette,Paiement client
2024-06-26 15:37:00,CB - Julie Leroy,35.0,Recette,Paiement client
2024-06-28 09:15:00,CB - Zoé Morel,50.0,Recette,Paiement client
2024-06-28 09:43:00,CB - Zoé Dubois,35.0,Recette,Paiement client
2024-06-29 10:15:00,CB - Eva Lefèvre,25.0,Recette,Paiement client
2024-07-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-07-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-07-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-07-01 09:00:00,Achats consommables,-72.4,Charge,Consommables
2024-07-01 10:00:00,CB - Alice Francois,150.0,Recette,Paiement client
2024-07-01 11:17:00,CB - Chloé Petit,90.0,Recette,Paiement client
2024-07-01 12:07:00,CB - Noémie Bernard,100.0,Recette,Paiement client
2024-07-01 14:00:00,CB - Jade Robert,120.0,Recette,Paiement client
2024-07-01 14:51:00,CB - Julie Moreau,110.0,Recette,Paiement client
2024-07-01 15:40:00,CB - Noémie Thomas,100.0,Recette,Paiement client
2024-07-01 15:56:00,CB - Alice Michel,25.0,Recette,Paiement client
2024-07-01 17:15:00,CB - Sarah Garcia,150.0,Recette,Paiement client
2024-07-01 17:35:00,CB - Agathe David,35.0,Recette,Paiement client
2024-07-01 18:11:00,CB - Charlotte Robert,50.0,Recette,Paiement client
2024-07-02 09:10:00,CB - Jade Thomas,35.0,Recette,Paiement client
2024-07-03 09:15:00,CB - Pauline Lefèvre,25.0,Recette,Paiement client
2024-07-03 10:31:00,CB - Maya Lambert,75.0,Recette,Paiement client
2024-07-04 09:40:00,CB - Elise David,110.0,Recette,Paiement client
2024-07-04 10:13:00,CB - Océane Michel,65.0,Recette,Paiement client
2024-07-04 11:07:00,CB - Charlotte Robert,110.0,Recette,Paiement client
2024-07-04 11:54:00,CB - Maëlys Michel,90.0,Recette,Paiement client
2024-07-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-07-05 09:55:00,CB - Sarah Lambert,140.0,Recette,Paiement client
2024-07-06 10:45:00,CB - Anaïs Richard,120.0,Recette,Paiement client
2024-07-06 11:50:00,CB - Zoé Robert,140.0,Recette,Paiement client
2024-07-08 09:00:00,Achats consommables,-49.03,Charge,Consommables
2024-07-08 09:50:00,CB - Maya Lefèvre,130.0,Recette,Paiement client
2024-07-08 10:38:00,CB - Louise Francois,90.0,Recette,Paiement client
2024-07-08 12:17:00,CB - Julie Michel,130.0,Recette,Paiement client
2024-07-08 13:35:00,CB - Océane Thomas,65.0,Recette,Paiement client
2024-07-09 10:08:00,CB - Agathe Leroy,65.0,Recette,Paiement client
2024-07-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-07-10 09:25:00,CB - Océane Dubois,75.0,Recette,Paiement client
2024-07-10 10:40:00,CB - Léa Durand,150.0,Recette,Paiement client
2024-07-11 09:35:00,CB - Zoé Martin,100.0,Recette,Paiement client
2024-07-11 10:06:00,CB - Clara Dupont,65.0,Recette,Paiement client
2024-07-11 10:46:00,CB - Anaïs André,75.0,Recette,Paiement client
2024-07-11 12:01:00,CB - Alice Richard,150.0,Recette,Paiement client
2024-07-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-07-12 10:00:00,CB - Eva André,150.0,Recette,Paiement client
2024-07-12 10:31:00,CB - Camille Thomas,25.0,Recette,Paiement client
2024-07-12 11:20:00,CB - Louise Bertrand,90.0,Recette,Paiement client
2024-07-12 14:05:00,CB - Manon Simon,130.0,Recette,Paiement client
2024-07-13 10:35:00,CB - Chloé Durand,100.0,Recette,Paiement client
2024-07-13 11:32:00,CB - Hana Mercier,120.0,Recette,Paiement client
2024-07-13 12:21:00,CB - Inès David,90.0,Recette,Paiement client
2024-07-15 09:00:00,Achats consommables,-26.2,Charge,Consommables
2024-07-15 09:30:00,CB - Agathe Dubois,90.0,Recette,Paiement client
2024-07-15 11:22:00,CB - Inès Moreau,150.0,Recette,Paiement client
2024-07-15 13:50:00,CB - Marine Morel,100.0,Recette,Paiement client
2024-07-15 14:32:00,CB - Elise Thomas,90.0,Recette,Paiement client
2024-07-16 09:40:00,CB - Sarah Dubois,110.0,Recette,Paiement client
2024-07-16 10:25:00,CB - Pauline Petit,100.0,Recette,Paiement client
2024-07-17 09:45:00,CB - Clara André,120.0,Recette,Paiement client
2024-07-18 09:55:00,CB - Agathe Bernard,140.0,Recette,Paiement client
2024-07-19 10:30:00,CB - Maëlys Bonnet,220.0,Recette,Paiement client
2024-07-19 11:40:00,CB - Pauline Fournier,140.0,Recette,Paiement client
2024-07-20 11:00:00,CB - Clara Robert,150.0,Recette,Paiement client
2024-07-22 09:00:00,Achats consommables,-60.15,Charge,Consommables
2024-07-22 09:50:00,CB - Camille Bertrand,130.0,Recette,Paiement client
2024-07-22 10:39:00,CB - Elise Fournier,100.0,Recette,Paiement client
2024-07-22 11:06:00,CB - Marine Garcia,50.0,Recette,Paiement client
2024-07-22 11:36:00,CB - Clara Laurent,35.0,Recette,Paiement client
2024-07-22 12:05:00,CB - Nina Bernard,35.0,Recette,Paiement client
2024-07-22 13:50:00,CB - Manon Bertrand,100.0,Recette,Paiement client
2024-07-23 09:30:00,CB - Chloé Richard,90.0,Recette,Paiement client
2024-07-23 10:30:00,CB - Maya Simon,25.0,Recette,Paiement client
2024-07-24 10:15:00,CB - Lucie Lefèvre,180.0,Recette,Paiement client
2024-07-24 10:57:00,CB - Manon Martin,90.0,Recette,Paiement client
2024-07-25 09:15:00,CB - Hana Durand,25.0,Recette,Paiement client
2024-07-25 10:17:00,CB - Alice Francois,110.0,Recette,Paiement client
2024-07-26 09:35:00,CB - Zoé Leroy,100.0,Recette,Paiement client
2024-07-26 10:28:00,CB - Hana André,110.0,Recette,Paiement client
2024-07-26 15:15:00,CB - Julie Petit,280.0,Recette,Paiement client
2024-07-27 10:55:00,CB - Nina Bonnet,140.0,Recette,Paiement client
2024-07-29 09:00:00,Achats consommables,-43.11,Charge,Consommables
2024-07-29 09:40:00,CB - Lucie Francois,110.0,Recette,Paiement client
2024-07-29 10:57:00,CB - Sarah Garcia,150.0,Recette,Paiement client
2024-07-29 11:36:00,CB - Alice Thomas,65.0,Recette,Paiement client
2024-07-29 13:50:00,CB - Charlotte Robert,100.0,Recette,Paiement client
2024-07-30 09:25:00,CB - Pauline Bertrand,75.0,Recette,Paiement client
2024-07-31 09:40:00,CB - Julie Moreau,110.0,Recette,Paiement client
2024-07-31 11:03:00,CB - Emma Mercier,90.0,Recette,Paiement client
2024-07-31 14:45:00,CB - Lucie Lefèvre,220.0,Recette,Paiement client
2024-08-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2024-08-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2024-08-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2024-08-01 09:57:00,CB - Clara Dupont,75.0,Recette,Paiement client
2024-08-01 10:38:00,CB - Noémie Thomas,90.0,Recette,Paiement client
2024-08-01 11:23:00,CB - Pauline Bernard,75.0,Recette,Paiement client
2024-08-02 09:20:00,CB - Amina Bertrand,65.0,Recette,Paiement client
2024-08-02 10:34:00,CB - Léa Durand,140.0,Recette,Paiement client
2024-08-03 10:40:00,CB - Zoé Girard,110.0,Recette,Paiement client
2024-08-03 11:13:00,CB - Eva Lefèvre,65.0,Recette,Paiement client
2024-08-03 12:08:00,CB - Alice Richard,120.0,Recette,Paiement client
2024-08-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2024-08-05 09:00:00,Achats consommables,-48.29,Charge,Consommables
2024-08-05 09:30:00,CB - Noémie Bernard,90.0,Recette,Paiement client
2024-08-05 10:51:00,CB - Manon Simon,130.0,Recette,Paiement client
2024-08-05 11:40:00,CB - Chloé Durand,100.0,Recette,Paiement client
2024-08-06 09:55:00,CB - Sarah Lambert,140.0,Recette,Paiement client
2024-08-06 11:01:00,CB - Maya Lefèvre,130.0,Recette,Paiement client
2024-08-06 11:36:00,CB - Océane Michel,50.0,Recette,Paiement client
2024-08-06 14:50:00,CB - Margaux Richard,65.0,Recette,Paiement client
2024-08-07 09:35:00,CB - Hana Mercier,100.0,Recette,Paiement client
2024-08-07 10:29:00,CB - Zoé Martin,110.0,Recette,Paiement client
2024-08-07 11:44:00,CB - Pauline Lefèvre,150.0,Recette,Paiement client
2024-08-09 09:10:00,CB - Zoé Morel,35.0,Recette,Paiement client
2024-08-09 09:35:00,CB - Charlotte Robert,50.0,Recette,Paiement client
2024-08-09 10:57:00,CB - Anaïs André,65.0,Recette,Paiement client
2024-08-10 09:00:00,Électricité,-120.0,Charge,Énergie
2024-08-10 10:40:00,CB - Maëlys Garcia,110.0,Recette,Paiement client
2024-08-10 11:44:00,CB - Zoé Robert,120.0,Recette,Paiement client
2024-08-10 12:29:00,CB - Elise David,100.0,Recette,Paiement client
2024-08-10 13:14:00,CB - Anaïs Richard,90.0,Recette,Paiement client
2024-08-12 09:00:00,Achats consommables,-42.4,Charge,Consommables
2024-08-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2024-08-12 09:25:00,CB - Chloé Petit,75.0,Recette,Paiement client
2024-08-12 10:35:00,CB - Inès Moreau,130.0,Recette,Paiement client
2024-08-12 11:36:00,CB - Maya Lambert,75.0,Recette,Paiement client
2024-08-12 14:02:00,CB - Agathe David,35.0,Recette,Paiement client
2024-08-12 15:57:00,CB - Clara Robert,150.0,Recette,Paiement client
2024-08-12 16:48:00,CB - Agathe Bernard,110.0,Recette,Paiement client
2024-08-13 10:30:00,CB - Maëlys Bonnet,220.0,Recette,Paiement client
2024-08-14 09:15:00,CB - Sarah Girard,25.0,Recette,Paiement client
2024-08-14 10:05:00,CB - Manon Bertrand,110.0,Recette,Paiement client
2024-08-14 11:00:00,CB - Sarah Dubois,120.0,Recette,Paiement client
2024-08-14 11:51:00,CB - Inès David,90.0,Recette,Paiement client
2024-08-15 09:10:00,CB - Agathe Leroy,35.0,Recette,Paiement client
2024-08-16 09:20:00,CB - Manon Martin,65.0,Recette,Paiement client
2024-08-16 09:55:00,CB - Océane Thomas,50.0,Recette,Paiement client
2024-08-16 11:06:00,CB - Camille Thomas,150.0,Recette,Paiement client
2024-08-16 14:30:00,CB - Lucie Lefèvre,180.0,Recette,Paiement client
2024-08-17 10:15:00,CB - Clara Dupont,50.0,Recette,Paiement client
