date_heure,date_heure_fin,nom_client,client_id,zone,type_prestation,duree_prestation_min,montant_recu_eur,statut,temps_non_facture_min
2024-05-20 14:54:00,2024-05-20 15:19:00,Lina Vincent,1055,Favoris,Séance électrolyse,25,75,Réalisé,6
2024-05-21 09:00:00,2024-05-21 09:40:00,Chloé Bernard,1066,Nuque,Séance électrolyse,40,110,Réalisé,11
2024-05-21 09:56:00,2024-05-21 10:56:00,Julie Michel,1102,Nuque,Séance électrolyse,60,150,Réalisé,6
2024-05-21 11:07:00,2024-05-21 11:22:00,Agathe Bernard,1108,Menton,Consultation préalable,15,25,Réalisé,9
2024-05-21 11:36:00,2024-05-21 12:01:00,Elise André,1025,Ventre,Séance électrolyse,25,75,Réalisé,8
2024-05-21 13:15:00,2024-05-21 13:35:00,Jade Thomas,1042,Menton,Séance électrolyse,20,65,Réalisé,7
2024-05-21 13:47:00,2024-05-21 14:22:00,Clara Dupont,1061,Favoris,Séance électrolyse,35,100,Réalisé,5
2024-05-22 09:00:00,2024-05-22 09:30:00,Chloé Petit,1048,Orteils,Séance électrolyse,30,0,Annulé,2
2024-05-22 09:37:00,2024-05-22 09:52:00,Maëlys Bonnet,1105,Dos,Consultation préalable,15,25,Réalisé,10
2024-05-22 10:07:00,2024-05-22 10:52:00,Lucie Francois,1072,Menton,Séance électrolyse,45,120,Réalisé,7
2024-05-22 11:04:00,2024-05-22 11:49:00,Amina Bonnet,1082,Seins,Séance électrolyse,45,120,Réalisé,9
2024-05-23 09:00:00,2024-05-23 09:20:00,Zoé Leroy,1071,Favoris,Séance électrolyse,20,65,Réalisé,10
2024-05-23 09:35:00,2024-05-23 09:55:00,Agathe David,1046,Ventre,Séance électrolyse,20,65,Réalisé,13
2024-05-23 10:13:00,2024-05-23 11:03:00,Zoé Girard,1068,Poitrine,Séance électrolyse,50,130,Réalisé,7
2024-05-23 11:15:00,2024-05-23 11:45:00,Océane Dubois,1096,Orteils,Séance électrolyse,30,90,Réalisé,6
2024-05-24 09:00:00,2024-05-24 10:00:00,Zoé Martin,1100,Nuque,Séance électrolyse,60,150,Réalisé,8
2024-05-24 10:13:00,2024-05-24 10:33:00,Léa Morel,1032,Lèvres,Séance électrolyse,20,65,Réalisé,11
2024-05-25 10:00:00,2024-05-25 10:35:00,Emma Mercier,1078,Menton,Séance électrolyse,35,100,Réalisé,5
2024-05-25 10:45:00,2024-05-25 11:45:00,Sarah Dubois,1095,Lèvres,Séance électrolyse,60,150,Réalisé,9
2024-05-25 11:59:00,2024-05-25 12:24:00,Charlotte Robert,1051,Orteils,Séance électrolyse,25,75,Réalisé,8
2024-05-27 09:00:00,2024-05-27 10:30:00,Nina Bonnet,1088,Dos,Séance électrolyse,90,220,Réalisé,15
2024-05-27 10:50:00,2024-05-27 11:30:00,Maya Lambert,1057,Poitrine,Séance électrolyse,40,110,Réalisé,10
2024-05-27 13:15:00,2024-05-27 13:50:00,Charlotte Simon,1058,Favoris,Séance électrolyse,35,100,Réalisé,15
2024-05-27 14:10:00,2024-05-27 15:25:00,Inès Moreau,1099,Aisselles,Séance électrolyse,75,180,Réalisé,9
2024-05-28 09:00:00,2024-05-28 09:45:00,Chloé Richard,1094,Maillot,Séance électrolyse,45,120,Réalisé,12
2024-05-28 10:02:00,2024-05-28 10:32:00,Maëlys Michel,1059,Menton,Séance électrolyse,30,90,Réalisé,5
2024-05-29 09:00:00,2024-05-29 09:40:00,Noémie Bernard,1077,Menton,Séance électrolyse,40,110,Réalisé,9
2024-05-30 09:00:00,2024-05-30 10:15:00,Camille Bertrand,1097,Seins,Séance électrolyse,75,180,Réalisé,5
2024-05-30 10:25:00,2024-05-30 11:00:00,Elise David,1070,Menton,Séance électrolyse,35,0,No-show,5
2024-05-31 09:00:00,2024-05-31 09:10:00,Charlotte David,1036,Lèvres,Séance électrolyse,10,35,Réalisé,8
2024-06-01 10:00:00,2024-06-01 10:25:00,Océane Thomas,1054,Visage,Séance électrolyse,25,75,Réalisé,8
2024-06-01 10:38:00,2024-06-01 11:53:00,Pauline Fournier,1103,Visage,Séance électrolyse,75,180,Réalisé,8
2024-06-03 09:00:00,2024-06-03 09:15:00,Emma Bertrand,1033,Maillot,Séance électrolyse,15,50,Réalisé,5
2024-06-03 09:25:00,2024-06-03 09:50:00,Noémie Thomas,1083,Menton,Séance électrolyse,25,0,Annulé,6
2024-06-03 10:01:00,2024-06-03 10:26:00,Océane Michel,1073,Sourcils,Séance électrolyse,25,75,Réalisé,10
2024-06-03 10:41:00,2024-06-03 11:16:00,Jade Robert,1093,Menton,Séance électrolyse,35,100,Réalisé,13
2024-06-03 11:34:00,2024-06-03 12:14:00,Elise Fournier,1098,Sourcils,Séance électrolyse,40,110,Réalisé,9
2024-06-03 13:15:00,2024-06-03 13:45:00,Julie Moreau,1089,Lèvres,Séance électrolyse,30,90,Réalisé,10
2024-06-04 09:00:00,2024-06-04 09:45:00,Anaïs Richard,1075,Visage,Séance électrolyse,45,120,Réalisé,14
2024-06-04 10:04:00,2024-06-04 10:29:00,Agathe Leroy,1067,Doigts,Séance électrolyse,25,75,Réalisé,14
2024-06-04 10:48:00,2024-06-04 11:48:00,Zoé Robert,1079,Dos,Séance électrolyse,60,150,Réalisé,9
2024-06-04 12:02:00,2024-06-04 12:17:00,Pauline Bernard,1121,Sourcils,Consultation préalable,15,25,Réalisé,5
2024-06-05 09:00:00,2024-06-05 09:15:00,Léa Durand,1117,Menton,Consultation préalable,15,25,Réalisé,7
2024-06-05 09:27:00,2024-06-05 10:07:00,Louise Bertrand,1064,Ventre,Séance électrolyse,40,110,Réalisé,9
2024-06-05 10:21:00,2024-06-05 11:21:00,Sarah Lambert,1087,Poitrine,Séance électrolyse,60,150,Réalisé,8
2024-06-06 09:00:00,2024-06-06 09:15:00,Alice Richard,1119,Seins,Consultation préalable,15,25,Réalisé,5
2024-06-06 09:25:00,2024-06-06 09:35:00,Hana Robert,1020,Maillot,Séance électrolyse,10,35,Réalisé,14
2024-06-06 09:54:00,2024-06-06 10:14:00,Clara Dupont,1056,Aisselles,Séance électrolyse,20,65,Réalisé,5
2024-06-06 10:24:00,2024-06-06 11:39:00,Sarah Garcia,1101,Poitrine,Séance électrolyse,75,180,Réalisé,15
2024-06-07 09:00:00,2024-06-07 09:15:00,Manon Simon,1120,Menton,Consultation préalable,15,0,Annulé,5
2024-06-07 09:25:00,2024-06-07 10:20:00,Alice Francois,1109,Menton,Séance électrolyse,55,140,Réalisé,13
2024-06-08 10:00:00,2024-06-08 10:10:00,Inès Mercier,1050,Lèvres,Séance électrolyse,10,35,Réalisé,8
2024-06-08 10:23:00,2024-06-08 10:38:00,Chloé Durand,1118,Favoris,Consultation préalable,15,25,Réalisé,13
2024-06-08 10:56:00,2024-06-08 11:21:00,Elise Thomas,1063,Menton,Séance électrolyse,25,75,Réalisé,6
2024-06-10 09:00:00,2024-06-10 10:00:00,Maya Lefèvre,1092,Maillot,Séance électrolyse,60,0,Annulé,3
2024-06-10 10:08:00,2024-06-10 10:53:00,Louise Francois,1086,Favoris,Séance électrolyse,45,120,Réalisé,13
2024-06-10 11:11:00,2024-06-10 11:31:00,Nina Mercier,1035,Aisselles,Séance électrolyse,20,65,Réalisé,5
2024-06-11 09:00:00,2024-06-11 09:25:00,Maya Simon,1045,Aisselles,Séance électrolyse,25,75,Réalisé,14
2024-06-11 09:44:00,2024-06-11 10:19:00,Lucie Vincent,1085,Visage,Séance électrolyse,35,100,Réalisé,8
2024-06-11 10:32:00,2024-06-11 10:57:00,Charlotte Robert,1104,Lèvres,Séance électrolyse,25,75,Réalisé,11
2024-06-12 09:00:00,2024-06-12 09:30:00,Agathe Dubois,1080,Favoris,Séance électrolyse,30,0,Annulé,7
2024-06-12 09:42:00,2024-06-12 10:32:00,Camille David,1074,Aisselles,Séance électrolyse,50,130,Réalisé,7
2024-06-12 10:44:00,2024-06-12 11:04:00,Marine Garcia,1049,Favoris,Séance électrolyse,20,0,No-show,8
2024-06-12 11:17:00,2024-06-12 12:02:00,Lucie Lefèvre,1081,Menton,Séance électrolyse,45,120,Réalisé,6
2024-06-12 13:15:00,2024-06-12 13:55:00,Clara André,1069,Nuque,Séance électrolyse,40,110,Réalisé,12
2024-06-13 09:00:00,2024-06-13 09:55:00,Maëlys Garcia,1090,Menton,Séance électrolyse,55,140,Réalisé,5
2024-06-13 10:05:00,2024-06-13 10:45:00,Inès David,1084,Lèvres,Séance électrolyse,40,110,Réalisé,8
2024-06-13 10:58:00,2024-06-13 11:28:00,Nina Bernard,1053,Aisselles,Séance électrolyse,30,90,Réalisé,11
2024-06-13 11:44:00,2024-06-13 11:54:00,Clara Laurent,1043,Doigts,Séance électrolyse,10,35,Réalisé,13
2024-06-13 13:15:00,2024-06-13 14:15:00,Julie Michel,1102,Nuque,Séance électrolyse,60,150,Réalisé,8
2024-06-14 09:00:00,2024-06-14 09:25:00,Anaïs André,1091,Doigts,Séance électrolyse,25,75,Réalisé,15
2024-06-14 09:45:00,2024-06-14 10:10:00,Marine Bertrand,1044,Lèvres,Séance électrolyse,25,75,Réalisé,5
2024-06-14 10:20:00,2024-06-14 10:45:00,Pauline Petit,1076,Aisselles,Séance électrolyse,25,75,Réalisé,8
2024-06-15 10:00:00,2024-06-15 10:25:00,Océane Dubois,1096,Orteils,Séance électrolyse,25,75,Réalisé,5
2024-06-15 10:35:00,2024-06-15 10:50:00,Clara Robert,1123,Menton,Consultation préalable,15,0,Annulé,2
2024-06-15 10:57:00,2024-06-15 11:22:00,Anaïs Petit,1029,Nuque,Séance électrolyse,25,75,Réalisé,14
2024-06-17 09:00:00,2024-06-17 09:50:00,Zoé Martin,1100,Nuque,Séance électrolyse,50,130,Réalisé,9
2024-06-17 10:04:00,2024-06-17 10:19:00,Manon Bertrand,1115,Seins,Consultation préalable,15,25,Réalisé,6
2024-06-18 09:00:00,2024-06-18 09:15:00,Océane Vincent,1034,Dos,Séance électrolyse,15,50,Réalisé,5
2024-06-19 09:00:00,2024-06-19 10:15:00,Eva André,1107,Maillot,Séance électrolyse,75,0,Annulé,5
2024-06-19 10:25:00,2024-06-19 10:40:00,Manon Martin,1122,Orteils,Consultation préalable,15,25,Réalisé,18
2024-06-19 11:03:00,2024-06-19 12:18:00,Inès Moreau,1099,Aisselles,Séance électrolyse,75,180,Réalisé,5
2024-06-19 13:15:00,2024-06-19 13:30:00,Lucie Lefèvre,1113,Aisselles,Consultation préalable,15,25,Réalisé,10
2024-06-19 13:45:00,2024-06-19 14:10:00,Maëlys André,1065,Aisselles,Séance électrolyse,25,75,Réalisé,11
2024-06-19 14:26:00,2024-06-19 15:16:00,Sarah Dubois,1095,Lèvres,Séance électrolyse,50,130,Réalisé,8
2024-06-20 09:00:00,2024-06-20 09:45:00,Hana Mercier,1110,Lèvres,Séance électrolyse,45,120,Réalisé,11
2024-06-21 09:00:00,2024-06-21 09:15:00,Hana André,1111,Orteils,Consultation préalable,15,25,Réalisé,8
2024-06-21 09:28:00,2024-06-21 09:43:00,Julie Petit,1124,Dos,Consultation préalable,15,25,Réalisé,9
2024-06-21 09:57:00,2024-06-21 10:42:00,Amina Bonnet,1082,Seins,Séance électrolyse,45,120,Réalisé,7
2024-06-22 10:00:00,2024-06-22 10:30:00,Alice Thomas,1062,Menton,Séance électrolyse,30,90,Réalisé,11
2024-06-22 10:46:00,2024-06-22 11:26:00,Marine Morel,1106,Sourcils,Séance électrolyse,40,110,Réalisé,11
2024-06-24 09:00:00,2024-06-24 09:10:00,Clara Legrand,1037,Aisselles,Séance électrolyse,10,35,Réalisé,13
2024-06-24 09:28:00,2024-06-24 09:53:00,Lucie Francois,1072,Menton,Séance électrolyse,25,75,Réalisé,7
2024-06-24 10:05:00,2024-06-24 10:30:00,Zoé Leroy,1071,Favoris,Séance électrolyse,25,75,Réalisé,5
2024-06-24 10:40:00,2024-06-24 11:10:00,Pauline Bertrand,1060,Favoris,Séance électrolyse,30,90,Réalisé,7
2024-06-24 11:22:00,2024-06-24 12:02:00,Chloé Richard,1094,Maillot,Séance électrolyse,40,110,Réalisé,12
2024-06-24 13:15:00,2024-06-24 13:45:00,Amina Bertrand,1052,Aisselles,Séance électrolyse,30,90,Réalisé,15
2024-06-24 14:05:00,2024-06-24 14:20:00,Margaux Vincent,1112,Sourcils,Consultation préalable,15,25,Réalisé,5
2024-06-24 14:30:00,2024-06-24 15:30:00,Camille Bertrand,1097,Seins,Séance électrolyse,60,150,Réalisé,7
2024-06-24 15:42:00,2024-06-24 16:37:00,Pauline Fournier,1103,Visage,Séance électrolyse,55,140,Réalisé,13
2024-06-25 09:00:00,2024-06-25 09:10:00,Clara Dupont,1061,Favoris,Séance électrolyse,10,35,Réalisé,12
2024-06-25 09:27:00,2024-06-25 10:27:00,Agathe Bernard,1108,Menton,Séance électrolyse,60,150,Réalisé,7
2024-06-25 10:39:00,2024-06-25 10:49:00,Chloé Bernard,1066,Nuque,Séance électrolyse,10,0,Annulé,2
2024-06-25 10:56:00,2024-06-25 12:11:00,Nina Bonnet,1088,Dos,Séance électrolyse,75,180,Réalisé,10
2024-06-25 13:15:00,2024-06-25 13:40:00,Margaux Richard,1040,Sourcils,Séance électrolyse,25,75,Réalisé,8
2024-06-26 09:00:00,2024-06-26 09:15:00,Lucie Lefèvre,1114,Poitrine,Consultation préalable,15,25,Réalisé,9
2024-06-26 09:29:00,2024-06-26 09:54:00,Emma Mercier,1078,Menton,Séance électrolyse,25,75,Réalisé,9
2024-06-26 10:08:00,2024-06-26 10:33:00,Lina Vincent,1055,Favoris,Séance électrolyse,25,75,Réalisé,13
2024-06-26 10:51:00,2024-06-26 11:31:00,Elise Fournier,1098,Sourcils,Séance électrolyse,40,0,No-show,9
2024-06-26 11:45:00,2024-06-26 11:55:00,Chloé Fournier,1031,Menton,Séance électrolyse,10,35,Réalisé,11
2024-06-26 13:15:00,2024-06-26 15:15:00,Maëlys Bonnet,1105,Dos,Séance électrolyse,120,0,Annulé,7
2024-06-26 15:27:00,2024-06-26 15:37:00,Julie Leroy,1030,Maillot,Séance électrolyse,10,35,Réalisé,9
2024-06-27 09:00:00,2024-06-27 09:55:00,Zoé Girard,1068,Poitrine,Séance électrolyse,55,0,Annulé,6
2024-06-28 09:00:00,2024-06-28 09:15:00,Zoé Morel,1047,Maillot,Séance électrolyse,15,50,Réalisé,13
2024-06-28 09:33:00,2024-06-28 09:43:00,Zoé Dubois,1039,Maillot,Séance électrolyse,10,35,Réalisé,5
2024-06-29 10:00:00,2024-06-29 10:15:00,Eva Lefèvre,1116,Sourcils,Consultation préalable,15,25,Réalisé,8
2024-07-01 09:00:00,2024-07-01 10:00:00,Alice Francois,1109,Menton,Séance électrolyse,60,150,Réalisé,11
2024-07-01 10:16:00,2024-07-01 10:36:00,Maëlys Mercier,1041,Visage,Séance électrolyse,20,0,Annulé,6
2024-07-01 10:47:00,2024-07-01 11:17:00,Chloé Petit,1048,Orteils,Séance électrolyse,30,90,Réalisé,10
2024-07-01 11:32:00,2024-07-01 12:07:00,Noémie Bernard,1077,Menton,Séance électrolyse,35,100,Réalisé,14
2024-07-01 13:15:00,2024-07-01 14:00:00,Jade Robert,1093,Menton,Séance électrolyse,45,120,Réalisé,6
2024-07-01 14:11:00,2024-07-01 14:51:00,Julie Moreau,1089,Lèvres,Séance électrolyse,40,110,Réalisé,9
2024-07-01 15:05:00,2024-07-01 15:40:00,Noémie Thomas,1083,Menton,Séance électrolyse,35,100,Réalisé,6
2024-07-01 15:51:00,2024-07-01 15:56:00,Alice Michel,1038,Dos,Séance électrolyse,5,25,Réalisé,14
2024-07-01 16:15:00,2024-07-01 17:15:00,Sarah Garcia,1101,Poitrine,Séance électrolyse,60,150,Réalisé,5
2024-07-01 17:25:00,2024-07-01 17:35:00,Agathe David,1046,Ventre,Séance électrolyse,10,35,Réalisé,16
2024-07-01 17:56:00,2024-07-01 18:11:00,Charlotte Robert,1051,Orteils,Séance électrolyse,15,50,Réalisé,5
2024-07-02 09:00:00,2024-07-02 09:10:00,Jade Thomas,1042,Menton,Séance électrolyse,10,35,Réalisé,5
2024-07-03 09:00:00,2024-07-03 09:15:00,Pauline Lefèvre,1128,Seins,Consultation préalable,15,25,Réalisé,5
2024-07-03 09:25:00,2024-07-03 09:55:00,Charlotte Simon,1058,Favoris,Séance électrolyse,30,0,Annulé,6
2024-07-03 10:06:00,2024-07-03 10:31:00,Maya Lambert,1057,Poitrine,Séance électrolyse,25,75,Réalisé,11
2024-07-04 09:00:00,2024-07-04 09:40:00,Elise David,1070,Menton,Séance électrolyse,40,110,Réalisé,8
2024-07-04 09:53:00,2024-07-04 10:13:00,Océane Michel,1073,Sourcils,Séance électrolyse,20,65,Réalisé,9
2024-07-04 10:27:00,2024-07-04 11:07:00,Charlotte Robert,1104,Lèvres,Séance électrolyse,40,110,Réalisé,12
2024-07-04 11:24:00,2024-07-04 11:54:00,Maëlys Michel,1059,Menton,Séance électrolyse,30,90,Réalisé,12
2024-07-05 09:00:00,2024-07-05 09:55:00,Sarah Lambert,1087,Poitrine,Séance électrolyse,55,140,Réalisé,11
2024-07-06 10:00:00,2024-07-06 10:45:00,Anaïs Richard,1075,Visage,Séance électrolyse,45,120,Réalisé,5
2024-07-06 10:55:00,2024-07-06 11:50:00,Zoé Robert,1079,Dos,Séance électrolyse,55,140,Réalisé,10
2024-07-08 09:00:00,2024-07-08 09:50:00,Maya Lefèvre,1092,Maillot,Séance électrolyse,50,130,Réalisé,13
2024-07-08 10:08:00,2024-07-08 10:38:00,Louise Francois,1086,Favoris,Séance électrolyse,30,90,Réalisé,15
2024-07-08 10:58:00,2024-07-08 11:13:00,Anaïs Morel,1125,Lèvres,Consultation préalable,15,0,No-show,9
2024-07-08 11:27:00,2024-07-08 12:17:00,Julie Michel,1102,Nuque,Séance électrolyse,50,130,Réalisé,6
2024-07-08 13:15:00,2024-07-08 13:35:00,Océane Thomas,1054,Visage,Séance électrolyse,20,65,Réalisé,5
2024-07-09 09:00:00,2024-07-09 09:40:00,Pauline Bernard,1121,Sourcils,Séance électrolyse,40,0,Annulé,3
2024-07-09 09:48:00,2024-07-09 10:08:00,Agathe Leroy,1067,Doigts,Séance électrolyse,20,65,Réalisé,15
2024-07-10 09:00:00,2024-07-10 09:25:00,Océane Dubois,1096,Orteils,Séance électrolyse,25,75,Réalisé,10
2024-07-10 09:40:00,2024-07-10 10:40:00,Léa Durand,1117,Menton,Séance électrolyse,60,150,Réalisé,18
2024-07-11 09:00:00,2024-07-11 09:35:00,Zoé Martin,1100,Nuque,Séance électrolyse,35,100,Réalisé,6
2024-07-11 09:46:00,2024-07-11 10:06:00,Clara Dupont,1056,Aisselles,Séance électrolyse,20,65,Réalisé,10
2024-07-11 10:21:00,2024-07-11 10:46:00,Anaïs André,1091,Doigts,Séance électrolyse,25,75,Réalisé,10
2024-07-11 11:01:00,2024-07-11 12:01:00,Alice Richard,1119,Seins,Séance électrolyse,60,150,Réalisé,11
2024-07-11 13:15:00,2024-07-11 13:50:00,Lucie Vincent,1085,Visage,Séance électrolyse,35,0,Annulé,5
2024-07-11 14:00:00,2024-07-11 14:40:00,Maëlys Garcia,1090,Menton,Séance électrolyse,40,0,Annulé,5
2024-07-12 09:00:00,2024-07-12 10:00:00,Eva André,1107,Maillot,Séance électrolyse,60,150,Réalisé,11
2024-07-12 10:16:00,2024-07-12 10:31:00,Camille Thomas,1126,Aisselles,Consultation préalable,15,25,Réalisé,14
2024-07-12 10:50:00,2024-07-12 11:20:00,Louise Bertrand,1064,Ventre,Séance électrolyse,30,90,Réalisé,13
2024-07-12 13:15:00,2024-07-12 14:05:00,Manon Simon,1120,Menton,Séance électrolyse,50,130,Réalisé,11
2024-07-13 10:00:00,2024-07-13 10:35:00,Chloé Durand,1118,Favoris,Séance électrolyse,35,100,Réalisé,7
2024-07-13 10:47:00,2024-07-13 11:32:00,Hana Mercier,1110,Lèvres,Séance électrolyse,45,120,Réalisé,14
2024-07-13 11:51:00,2024-07-13 12:21:00,Inès David,1084,Lèvres,Séance électrolyse,30,90,Réalisé,10
2024-07-15 09:00:00,2024-07-15 09:30:00,Agathe Dubois,1080,Favoris,Séance électrolyse,30,90,Réalisé,7
2024-07-15 09:42:00,2024-07-15 10:12:00,Camille David,1074,Aisselles,Séance électrolyse,30,0,No-show,5
2024-07-15 10:22:00,2024-07-15 11:22:00,Inès Moreau,1099,Aisselles,Séance électrolyse,60,150,Réalisé,5
2024-07-15 11:32:00,2024-07-15 12:12:00,Lucie Lefèvre,1081,Menton,Séance électrolyse,40,0,Annulé,2
2024-07-15 13:15:00,2024-07-15 13:50:00,Marine Morel,1106,Sourcils,Séance électrolyse,35,100,Réalisé,7
2024-07-15 14:02:00,2024-07-15 14:32:00,Elise Thomas,1063,Menton,Séance électrolyse,30,90,Réalisé,8
2024-07-16 09:00:00,2024-07-16 09:40:00,Sarah Dubois,1095,Lèvres,Séance électrolyse,40,110,Réalisé,5
2024-07-16 09:50:00,2024-07-16 10:25:00,Pauline Petit,1076,Aisselles,Séance électrolyse,35,100,Réalisé,7
2024-07-17 09:00:00,2024-07-17 09:45:00,Clara André,1069,Nuque,Séance électrolyse,45,120,Réalisé,6
2024-07-17 09:56:00,2024-07-17 10:06:00,Inès Mercier,1050,Lèvres,Séance électrolyse,10,0,No-show,8
2024-07-18 09:00:00,2024-07-18 09:55:00,Agathe Bernard,1108,Menton,Séance électrolyse,55,140,Réalisé,10
2024-07-19 09:00:00,2024-07-19 10:30:00,Maëlys Bonnet,1105,Dos,Séance électrolyse,90,220,Réalisé,10
2024-07-19 10:45:00,2024-07-19 11:40:00,Pauline Fournier,1103,Visage,Séance électrolyse,55,140,Réalisé,5
2024-07-20 10:00:00,2024-07-20 11:00:00,Clara Robert,1123,Menton,Séance électrolyse,60,150,Réalisé,5
2024-07-22 09:00:00,2024-07-22 09:50:00,Camille Bertrand,1097,Seins,Séance électrolyse,50,130,Réalisé,9
2024-07-22 10:04:00,2024-07-22 10:39:00,Elise Fournier,1098,Sourcils,Séance électrolyse,35,100,Réalisé,7
2024-07-22 10:51:00,2024-07-22 11:06:00,Marine Garcia,1049,Favoris,Séance électrolyse,15,50,Réalisé,15
2024-07-22 11:26:00,2024-07-22 11:36:00,Clara Laurent,1043,Doigts,Séance électrolyse,10,35,Réalisé,14
2024-07-22 11:55:00,2024-07-22 12:05:00,Nina Bernard,1053,Aisselles,Séance électrolyse,10,35,Réalisé,9
2024-07-22 13:15:00,2024-07-22 13:50:00,Manon Bertrand,1115,Seins,Séance électrolyse,35,100,Réalisé,13
2024-07-23 09:00:00,2024-07-23 09:30:00,Chloé Richard,1094,Maillot,Séance électrolyse,30,90,Réalisé,5
2024-07-23 09:40:00,2024-07-23 10:15:00,Amina Bonnet,1082,Seins,Séance électrolyse,35,0,Annulé,5
2024-07-23 10:25:00,2024-07-23 10:30:00,Maya Simon,1045,Aisselles,Séance électrolyse,5,25,Réalisé,7
2024-07-24 09:00:00,2024-07-24 10:15:00,Lucie Lefèvre,1113,Aisselles,Séance électrolyse,75,180,Réalisé,7
2024-07-24 10:27:00,2024-07-24 10:57:00,Manon Martin,1122,Orteils,Séance électrolyse,30,90,Réalisé,11
2024-07-25 09:00:00,2024-07-25 09:15:00,Hana Durand,1127,Aisselles,Consultation préalable,15,25,Réalisé,17
2024-07-25 09:37:00,2024-07-25 10:17:00,Alice Francois,1109,Menton,Séance électrolyse,40,110,Réalisé,8
2024-07-26 09:00:00,2024-07-26 09:35:00,Zoé Leroy,1071,Favoris,Séance électrolyse,35,100,Réalisé,8
2024-07-26 09:48:00,2024-07-26 10:28:00,Hana André,1111,Orteils,Séance électrolyse,40,110,Réalisé,9
2024-07-26 13:15:00,2024-07-26 15:15:00,Julie Petit,1124,Dos,Séance électrolyse,120,280,Réalisé,10
2024-07-26 15:30:00,2024-07-26 15:50:00,Maëlys André,1065,Aisselles,Séance électrolyse,20,0,Annulé,2
2024-07-26 15:57:00,2024-07-26 16:22:00,Marine Bertrand,1044,Lèvres,Séance électrolyse,25,0,Annulé,7
2024-07-27 10:00:00,2024-07-27 10:55:00,Nina Bonnet,1088,Dos,Séance électrolyse,55,140,Réalisé,5
2024-07-29 09:00:00,2024-07-29 09:40:00,Lucie Francois,1072,Menton,Séance électrolyse,40,110,Réalisé,12
2024-07-29 09:57:00,2024-07-29 10:57:00,Sarah Garcia,1101,Poitrine,Séance électrolyse,60,150,Réalisé,14
2024-07-29 11:16:00,2024-07-29 11:36:00,Alice Thomas,1062,Menton,Séance électrolyse,20,65,Réalisé,15
2024-07-29 13:15:00,2024-07-29 13:50:00,Charlotte Robert,1104,Lèvres,Séance électrolyse,35,100,Réalisé,6
2024-07-29 14:01:00,2024-07-29 14:46:00,Margaux Vincent,1112,Sourcils,Séance électrolyse,45,0,Annulé,2
2024-07-30 09:00:00,2024-07-30 09:25:00,Pauline Bertrand,1060,Favoris,Séance électrolyse,25,75,Réalisé,9
2024-07-31 09:00:00,2024-07-31 09:40:00,Julie Moreau,1089,Lèvres,Séance électrolyse,40,110,Réalisé,8
2024-07-31 09:53:00,2024-07-31 10:23:00,Jade Robert,1093,Menton,Séance électrolyse,30,0,No-show,5
2024-07-31 10:33:00,2024-07-31 11:03:00,Emma Mercier,1078,Menton,Séance électrolyse,30,90,Réalisé,13
2024-07-31 13:15:00,2024-07-31 14:45:00,Lucie Lefèvre,1114,Poitrine,Séance électrolyse,90,220,Réalisé,8
2024-08-01 09:00:00,2024-08-01 09:20:00,Chloé Bernard,1066,Nuque,Séance électrolyse,20,0,Annulé,7
2024-08-01 09:32:00,2024-08-01 09:57:00,Clara Dupont,1061,Favoris,Séance électrolyse,25,75,Réalisé,6
2024-08-01 10:08:00,2024-08-01 10:38:00,Noémie Thomas,1083,Menton,Séance électrolyse,30,90,Réalisé,15
2024-08-01 10:58:00,2024-08-01 11:23:00,Pauline Bernard,1121,Sourcils,Séance électrolyse,25,75,Réalisé,11
2024-08-02 09:00:00,2024-08-02 09:20:00,Amina Bertrand,1052,Aisselles,Séance électrolyse,20,65,Réalisé,14
2024-08-02 09:39:00,2024-08-02 10:34:00,Léa Durand,1117,Menton,Séance électrolyse,55,140,Réalisé,10
2024-08-03 10:00:00,2024-08-03 10:40:00,Zoé Girard,1068,Poitrine,Séance électrolyse,40,110,Réalisé,8
2024-08-03 10:53:00,2024-08-03 11:13:00,Eva Lefèvre,1116,Sourcils,Séance électrolyse,20,65,Réalisé,5
2024-08-03 11:23:00,2024-08-03 12:08:00,Alice Richard,1119,Seins,Séance électrolyse,45,120,Réalisé,6
2024-08-05 09:00:00,2024-08-05 09:30:00,Noémie Bernard,1077,Menton,Séance électrolyse,30,90,Réalisé,9
2024-08-05 09:44:00,2024-08-05 09:54:00,Lina Vincent,1055,Favoris,Séance électrolyse,10,0,Annulé,2
2024-08-05 10:01:00,2024-08-05 10:51:00,Manon Simon,1120,Menton,Séance électrolyse,50,130,Réalisé,9
2024-08-05 11:05:00,2024-08-05 11:40:00,Chloé Durand,1118,Favoris,Séance électrolyse,35,100,Réalisé,12
2024-08-05 13:15:00,2024-08-05 14:10:00,Julie Michel,1102,Nuque,Séance électrolyse,55,0,No-show,9
2024-08-06 09:00:00,2024-08-06 09:55:00,Sarah Lambert,1087,Poitrine,Séance électrolyse,55,140,Réalisé,11
2024-08-06 10:11:00,2024-08-06 11:01:00,Maya Lefèvre,1092,Maillot,Séance électrolyse,50,130,Réalisé,15
2024-08-06 11:21:00,2024-08-06 11:36:00,Océane Michel,1073,Sourcils,Séance électrolyse,15,50,Réalisé,9
2024-08-06 13:15:00,2024-08-06 14:15:00,Eva André,1107,Maillot,Séance électrolyse,60,0,No-show,10
